date,capital,daily_pnl,regime,pnl_chronos,weight_chronos,pnl_deep_ofi,weight_deep_ofi,pnl_kalman,weight_kalman
2020-12-17 00:00:00+00:00,999.5446646005535,-0.45533539944657153,BULL_TREND,1.3511716068392166,0.0,62.27038527983976,1.0,85.12745856271538,0.0
2020-12-18 00:00:00+00:00,997.0489213835256,-2.4957432170278695,BULL_TREND,0.4012360287627081,0.0,-41.43254597132715,1.0,19.167310256573277,0.0
2020-12-21 00:00:00+00:00,999.5606316911742,2.5117103076486096,BULL_TREND,-6.11631597598354,0.0,-4.159860537161714,1.0,-111.59942377984395,0.0
2020-12-22 00:00:00+00:00,1007.1684301911603,7.6077984999860835,BULL_TREND,4.274845511950215,0.0,167.84426767320534,1.0,25.15048496463239,0.0
2020-12-23 00:00:00+00:00,1006.2622236542971,-0.9062065368631572,BULL_TREND,-6.194378108555513,0.0,-64.32192202371014,1.0,-93.47041510175364,0.0
2020-12-24 00:00:00+00:00,1004.7554053562864,-1.5068182980107678,BULL_TREND,1.4498258659595185,0.0,23.303313195189393,1.0,74.63076264822108,0.0
2020-12-28 00:00:00+00:00,1000.035692495986,-4.719712860300333,BULL_TREND,1.9317061973913192,0.0,70.02434744219389,1.0,-14.99666489855755,0.0
2020-12-29 00:00:00+00:00,995.1555235111032,-4.88016898488287,BULL_TREND,-0.21407464385693487,0.0,-82.68096679152399,1.0,-21.12647869274439,0.0
2020-12-30 00:00:00+00:00,991.543459833433,-3.6120636776702697,BULL_TREND,2.037793948952996,0.0,-83.30780054361868,1.0,106.4878138655529,0.0
2020-12-31 00:00:00+00:00,988.4435372994666,-3.0999225339663483,BULL_TREND,1.4986759435338763,0.0,10.054373120800046,1.0,46.463222932529995,0.0
2021-01-04 00:00:00+00:00,990.2615428506814,1.818005551214812,BULL_TREND,-1.460092694262815,0.0,96.12097146351988,1.0,19.22205433396364,0.0
2021-01-05 00:00:00+00:00,989.5117734110347,-0.7497694396466633,BULL_TREND,-2.9450682280115563,0.0,4.33203027683172,1.0,-49.751083716816794,0.0
2021-01-06 00:00:00+00:00,994.1121357310612,4.6003623200265595,BULL_TREND,7.912594365418439,0.0,280.5070109870678,1.0,230.1181251929215,0.0
2021-01-07 00:00:00+00:00,1002.9066738356938,8.794538104632574,BULL_TREND,3.520150094211229,0.0,118.41494558402906,1.0,240.3636339925981,0.0
2021-01-08 00:00:00+00:00,1007.9239280405701,5.017254204876303,BULL_TREND,1.5897713208893047,0.0,201.50364016841363,1.0,247.236006202899,0.0
2021-01-11 00:00:00+00:00,1013.9155218992702,5.9915938587001225,BULL_TREND,-1.6529761755956345,0.0,-278.61936156784157,1.0,-263.5221503462315,0.0
2021-01-12 00:00:00+00:00,1022.4692851726644,8.55376327339417,BULL_TREND,1.5682751126471246,0.0,170.8568498635275,1.0,127.27849938996737,0.0
2021-01-13 00:00:00+00:00,1021.9601605387851,-0.5091246338793102,BULL_TREND,-0.6458749667571544,0.0,5.966250161662771,1.0,-2.57351577027625,0.0
2021-01-14 00:00:00+00:00,1019.6757970589384,-2.284363479846686,BULL_TREND,4.521202828458649,0.0,96.85119361033165,1.0,159.18171752163948,0.0
2021-01-15 00:00:00+00:00,1016.3102067194603,-3.3655903394780924,BULL_TREND,-4.0928026683659935,0.0,-86.5243769452372,1.0,-111.46029579572681,0.0
2021-01-19 00:00:00+00:00,1015.5085248281702,-0.80168189129019,BULL_TREND,-0.15441513390418132,0.0,-28.840190963381286,1.0,122.75660710335538,0.0
2021-01-20 00:00:00+00:00,1018.2852589089629,2.7767340807927283,BULL_TREND,-0.7651408666089726,0.0,-79.02352397351027,1.0,-186.0638799180945,0.0
2021-01-21 00:00:00+00:00,1020.536181392939,2.250922483976194,BULL_TREND,3.0633120748535503,0.0,1.3817958151997964,1.0,-56.155762168537144,0.0
2021-01-22 00:00:00+00:00,1030.5808435883064,10.044662195367405,BULL_TREND,3.496684004495817,0.0,19.080416118615,1.0,71.22963940152553,0.0
2021-01-25 00:00:00+00:00,1033.022923664391,2.4420800760846557,BULL_TREND,5.285511351468477,0.0,63.60725691040475,1.0,145.46439956321703,0.0
2021-01-26 00:00:00+00:00,1033.9873281631817,0.964404498790672,BULL_TREND,4.1401614713148795,0.0,81.502195385796,1.0,20.441080861407443,0.0
